Date/time UTC, Min for hour, Max for hour, dH/dt
2017-11-25 23:35:29.56,-0.02204355555,0.01843511113,-0.00541888889
2017-11-25 23:35:31.75,-0.02204355555,0.01843511113,-0.005645777779
2017-11-25 23:35:33.94,-0.02204355555,0.01843511113,-0.005867777779
2017-11-25 23:35:36.13,-0.02204355555,0.01843511113,-0.006058444445
2017-11-25 23:35:38.33,-0.02204355555,0.01843511113,-0.006164444446
2017-11-25 23:35:40.52,-0.02204355555,0.01843511113,-0.006329777779
2017-11-25 23:35:42.71,-0.02204355555,0.01843511113,-0.006523333335
2017-11-25 23:35:44.91,-0.02204355555,0.01843511113,-0.006590666667
2017-11-25 23:35:47.10,-0.02204355555,0.01843511113,-0.006709555553
2017-11-25 23:35:49.29,-0.02204355555,0.01843511113,-0.006863333333
2017-11-25 23:35:51.49,-0.02204355555,0.01843511113,-0.006998444453
2017-11-25 23:35:53.68,-0.02204355555,0.01843511113,-0.00715333334
2017-11-25 23:35:55.87,-0.02204355555,0.01843511113,-0.007323777787
2017-11-25 23:35:58.07,-0.02204355555,0.01843511113,-0.007461777787
2017-11-25 23:36:00.26,-0.02204355555,0.01843511113,-0.0076488889
2017-11-25 23:36:02.45,-0.02204355555,0.01843511113,-0.007791555567
2017-11-25 23:36:04.65,-0.02204355555,0.01843511113,-0.00789844446
2017-11-25 23:36:06.84,-0.02204355555,0.01843511113,-0.008089555573
2017-11-25 23:36:09.03,-0.02204355555,0.01843511113,-0.008288444467
2017-11-25 23:36:11.22,-0.02204355555,0.01843511113,-0.008441555573
2017-11-25 23:36:13.42,-0.02204355555,0.01843511113,-0.008558222247
2017-11-25 23:36:15.61,-0.02204355555,0.01843511113,-0.00868422224
2017-11-25 23:36:17.80,-0.02204355555,0.01843511113,-0.0088077778
2017-11-25 23:36:20.00,-0.02204355555,0.01843511113,-0.008864666687
2017-11-25 23:36:22.19,-0.02204355555,0.01843511113,-0.008916444467
2017-11-25 23:36:24.38,-0.02204355555,0.01843511113,-0.0090717778
2017-11-25 23:36:26.57,-0.02204355555,0.01843511113,-0.009241333353
2017-11-25 23:36:28.77,-0.02204355555,0.01843511113,-0.009419333353
2017-11-25 23:36:30.96,-0.02204355555,0.01843511113,-0.009563333353
2017-11-25 23:36:33.15,-0.02204355555,0.01843511113,-0.00965644446
2017-11-25 23:36:35.34,-0.02204355555,0.01843511113,-0.009741555573
2017-11-25 23:36:37.54,-0.02204355555,0.01843511113,-0.009837555573
2017-11-25 23:36:39.73,-0.02204355555,0.01843511113,-0.009977333353
2017-11-25 23:36:41.92,-0.02204355555,0.01843511113,-0.01010955557
2017-11-25 23:36:44.11,-0.02204355555,0.01843511113,-0.01010844446
2017-11-25 23:36:46.31,-0.02204355555,0.01843511113,-0.01015355557
2017-11-25 23:36:48.50,-0.02204355555,0.01843511113,-0.01031377779
2017-11-25 23:36:50.69,-0.02204355555,0.01843511113,-0.01048355557
2017-11-25 23:36:52.89,-0.02204355555,0.01843511113,-0.01061266669
2017-11-25 23:36:55.08,-0.02204355555,0.01843511113,-0.01072133335
2017-11-25 23:36:57.27,-0.02204355555,0.01843511113,-0.01088533335
2017-11-25 23:36:59.47,-0.02204355555,0.01843511113,-0.01099777779
2017-11-25 23:37:01.66,-0.02204355555,0.01843511113,-0.01110244446
2017-11-25 23:37:03.85,-0.02204355555,0.01843511113,-0.01128044446
2017-11-25 23:37:06.04,-0.02204355555,0.01843511113,-0.01144066668
2017-11-25 23:37:08.24,-0.02204355555,0.01843511113,-0.01160155557
2017-11-25 23:37:10.43,-0.02204355555,0.01843511113,-0.01174933335
2017-11-25 23:37:12.62,-0.02204355555,0.01843511113,-0.01182822223
2017-11-25 23:37:14.82,-0.02204355555,0.01843511113,-0.01190755557
2017-11-25 23:37:17.01,-0.02204355555,0.01843511113,-0.01188177779
2017-11-25 23:37:19.20,-0.02204355555,0.01843511113,-0.01186511112
2017-11-25 23:37:21.40,-0.02204355555,0.01843511113,-0.01182222223
2017-11-25 23:37:23.59,-0.02204355555,0.01843511113,-0.01178111111
2017-11-25 23:37:25.78,-0.02204355555,0.01843511113,-0.011814000
2017-11-25 23:37:27.97,-0.02204355555,0.01843511113,-0.01196111111
2017-11-25 23:37:30.17,-0.02204355555,0.01843511113,-0.01205933333
2017-11-25 23:37:32.36,-0.02204355555,0.01843511113,-0.01222733334
2017-11-25 23:37:34.55,-0.02204355555,0.01843511113,-0.01232244445
2017-11-25 23:37:36.75,-0.02204355555,0.01843511113,-0.01244911112
2017-11-25 23:37:38.94,-0.02204355555,0.01843511113,-0.01256644445
2017-11-25 23:37:41.13,-0.02204355555,0.01843511113,-0.01260755556
2017-11-25 23:37:43.32,-0.02204355555,0.01843511113,-0.01251444445
2017-11-25 23:37:45.52,-0.02204355555,0.01843511113,-0.01248266667
2017-11-25 23:37:47.71,-0.02204355555,0.01843511113,-0.01254288889
2017-11-25 23:37:49.90,-0.02204355555,0.01843511113,-0.01266866667
2017-11-25 23:37:52.09,-0.02204355555,0.01843511113,-0.01277355556
2017-11-25 23:37:54.29,-0.02204355555,0.01843511113,-0.01288533334
2017-11-25 23:37:56.48,-0.02204355555,0.01843511113,-0.01303866667
2017-11-25 23:37:58.67,-0.02204355555,0.01843511113,-0.01307377779
2017-11-25 23:38:00.87,-0.02204355555,0.01843511113,-0.01318177779
2017-11-25 23:38:03.06,-0.02204355555,0.01843511113,-0.01328000001
2017-11-25 23:38:05.25,-0.02204355555,0.01843511113,-0.01338888891
2017-11-25 23:38:07.44,-0.02204355555,0.01843511113,-0.01349333335
2017-11-25 23:38:09.64,-0.02204355555,0.01843511113,-0.01355511113
2017-11-25 23:38:11.83,-0.02204355555,0.01843511113,-0.01370222224
2017-11-25 23:38:14.02,-0.02204355555,0.01843511113,-0.01369333335
2017-11-25 23:38:16.22,-0.02204355555,0.01843511113,-0.01371311113
2017-11-25 23:38:18.41,-0.02204355555,0.01843511113,-0.01371555557
2017-11-25 23:38:20.60,-0.02204355555,0.01843511113,-0.01375977779
2017-11-25 23:38:22.80,-0.02204355555,0.01843511113,-0.01381355557
2017-11-25 23:38:24.99,-0.02204355555,0.01843511113,-0.01377222224
2017-11-25 23:38:27.18,-0.02204355555,0.01843511113,-0.01383577779
2017-11-25 23:38:29.38,-0.02204355555,0.01843511113,-0.01379822224
2017-11-25 23:38:31.57,-0.02204355555,0.01843511113,-0.01373355557
2017-11-25 23:38:33.76,-0.02204355555,0.01843511113,-0.01366911113
2017-11-25 23:38:35.95,-0.02204355555,0.01843511113,-0.01359311113
2017-11-25 23:38:38.15,-0.02204355555,0.01843511113,-0.01351044447
2017-11-25 23:38:40.34,-0.02204355555,0.01843511113,-0.01336622224
2017-11-25 23:38:42.53,-0.02204355555,0.01843511113,-0.01332288891
2017-11-25 23:38:44.73,-0.02204355555,0.01843511113,-0.01325111113
2017-11-25 23:38:46.92,-0.02204355555,0.01843511113,-0.01317822225
2017-11-25 23:38:49.11,-0.02204355555,0.01843511113,-0.01306022225
