Date/Time(UTC), Geomagnetic Activity
2018-10-01 03:07,0.016,,,
2018-10-01 04:07,0.042,,,
2018-10-01 05:07,0.019,,,
2018-10-01 06:07,0.02,,,
2018-10-01 07:07,0.011,,,
2018-10-01 08:07,0.023,,,
2018-10-01 09:07,0.014,,,
2018-10-01 10:07,0.01,,,
2018-10-01 11:07,0.008,,,
2018-10-01 12:07,0.009,,,
2018-10-01 13:07,0.022,,,
2018-10-01 14:07,0.01,,,
2018-10-01 15:07,0.013,,,
2018-10-01 16:07,0.035,,,
2018-10-01 17:07,0.02,,,
2018-10-01 18:07,0.028,,,
2018-10-01 19:07,0.017,,,
2018-10-01 20:07,0.019,,,
2018-10-01 21:07,0.027,,,
2018-10-01 22:07,0.02,,,
2018-10-01 23:07,0.024,,,
2018-10-02 00:07,0.049,,,
2018-10-02 01:07,0.034,,,
2018-10-02 02:07,0.101,,,
