1512800335,0.0001,1512432712.7790086,0.2684,406.93378
1512803935,0.0002,1512449401.4559753,0.2684,421.95697
1512807535,0.0003,1512467884.8649838,0.2684,440.44705
1512811135,0.0004,1512450678.2746782,0.2684,415.02319
1512814735,0.0005,1512454278.2746782,0.2684,415.02319
1512818335,0.0006,1512466690.6423,0.2684,425.42386
1512821935,0.0007,1512469332.826606,0.2684,424.26823
1512825535,0.0008,1512457912.7790086,0.2684,406.93378
1512829135,0.0009,1512490373.6953812,0.2684,441.60268
1512832735,0.001,1512466153.813784,0.2684,408.08941
1512836335,0.0011,1512471818.294898,0.2684,410.40067
1512839935,0.0012,1512497590.16677,0.2684,436.98016
1512843535,0.0013,1512494733.1198008,0.2684,428.89075
1512847135,0.0014,1512502052.368504,0.2684,433.51327
1512850735,0.0015,1512481012.8698525,0.2684,404.62252
1512854335,0.0016,1512481417.6362326,0.2684,401.15563
1512857935,0.0017,1512516493.1378777,0.2684,438.13579
1512861535,0.0018,1512504064.39998,0.2684,418.49008
1512865135,0.0019,1512496465.8146336,0.2684,405.77815
1512868735,0.002,1512531737.472957,0.2684,443.91394
1512872335,0.0021,1512529082.4070356,0.2684,435.82453
1512875935,0.0022,1512504088.8329303,0.2684,402.31126
1512879535,0.0023,1512526932.826606,0.2684,424.26823
1512883135,0.0024,1512526648.8107333,0.2684,419.64571
1512886735,0.0025,1512545293.1378777,0.2684,438.13579
1512890335,0.0026,1512541533.1198008,0.2684,428.89075
1512893935,0.0027,1512546070.4278114,0.2684,430.04638
1512897535,0.0028,1512545890.6423,0.2684,425.42386
1512901135,0.0029,1512534553.813784,0.2684,408.08941
1512904735,0.003,1512545279.1776206,0.2684,416.17882
1512908335,0.0031,1512561402.7118132,0.2684,431.20201
1512911935,0.0032,1512560290.6423,0.2684,425.42386
1512915535,0.0033,1512576773.6953812,0.2684,441.60268
1512919135,0.0034,1512545140.25,0.2684,400
1512922735,0.0035,1512553012.8698525,0.2684,404.62252
1512926335,0.0036,1512572769.7788272,0.2684,423.1126
1512929935,0.0037,1512570479.1776206,0.2684,416.17882
1512933535,0.0038,1512570041.8400118,0.2684,411.5563
1512937135,0.0039,1512582601.4559753,0.2684,421.95697
1512940735,0.004,1512598390.16677,0.2684,436.98016
1512944335,0.0041,1512605573.6953812,0.2684,441.60268
1512947935,0.0042,1512605590.16677,0.2684,436.98016
1512951535,0.0043,1512614537.472957,0.2684,443.91394
1512955135,0.0044,1512612790.16677,0.2684,436.98016
1512958735,0.0045,1512619973.6953812,0.2684,441.60268
1512962335,0.0046,1512590488.8329303,0.2684,402.31126
1512965935,0.0047,1512618070.4278114,0.2684,430.04638
1512969535,0.0048,1512603988.9691916,0.2684,409.24504
1512973135,0.0049,1512610659.6530917,0.2684,412.71193
1512976735,0.005,1512604888.8329303,0.2684,402.31126
1512980335,0.0051,1512638893.1378777,0.2684,438.13579
1512983935,0.0052,1512640682.4070356,0.2684,435.82453
1512987535,0.0053,1512643369.8204806,0.2684,434.6689
1512991135,0.0054,1512638532.826606,0.2684,424.26823
1512994735,0.0055,1512627112.7790086,0.2684,406.93378
1512998335,0.0056,1512658684.8649838,0.2684,440.44705
1513001935,0.0057,1512664937.472957,0.2684,443.91394
1513005535,0.0058,1512664991.3581505,0.2684,439.29142
1513009135,0.0059,1512643588.9691916,0.2684,409.24504
1513012735,0.006,1512662990.7470615,0.2684,427.73512
1513016335,0.0061,1512678457.88596,0.2684,442.75831
1513019935,0.0062,1512680284.8649838,0.2684,440.44705
1513023535,0.0063,1512679369.8204806,0.2684,434.6689
1513027135,0.0064,1512684790.16677,0.2684,436.98016
1513030735,0.0065,1512671279.1776206,0.2684,416.17882
1513034335,0.0066,1512661417.6362326,0.2684,401.15563
1513037935,0.0067,1512701812.4922311,0.2684,445.06957
1513041535,0.0068,1512682079.1776206,0.2684,416.17882
1513045135,0.0069,1512699130.0120924,0.2684,432.35764
1513048735,0.007,1512711737.472957,0.2684,443.91394
1513052335,0.0071,1512703533.1198008,0.2684,428.89075
1513055935,0.0072,1512704290.6423,0.2684,425.42386
1513059535,0.0073,1512692953.813784,0.2684,408.08941
1513063135,0.0074,1512702678.2746782,0.2684,415.02319
1513066735,0.0075,1512721652.368504,0.2684,433.51327
1513070335,0.0076,1512716769.7788272,0.2684,423.1126
1513073935,0.0077,1512734284.8649838,0.2684,440.44705
1513077535,0.0078,1512716071.7821531,0.2684,413.86756
1513081135,0.0079,1512730443.2684307,0.2684,426.57949
1513084735,0.008,1512725279.1776206,0.2684,416.17882
1513088335,0.0081,1512738590.7470615,0.2684,427.73512
1513091935,0.0082,1512731478.2746782,0.2684,415.02319
1513095535,0.0083,1512735078.2746782,0.2684,415.02319
1513099135,0.0084,1512749390.7470615,0.2684,427.73512
1513102735,0.0085,1512757652.368504,0.2684,433.51327
1513106335,0.0086,1512748864.39998,0.2684,418.49008
1513109935,0.0087,1512763002.7118132,0.2684,431.20201
1513113535,0.0088,1512762843.2684307,0.2684,426.57949
1513117135,0.0089,1512744217.6362326,0.2684,401.15563
1513120735,0.009,1512780191.3581505,0.2684,439.29142
1513124335,0.0091,1512787337.472957,0.2684,443.91394
1513127935,0.0092,1512788284.8649838,0.2684,440.44705
1513131535,0.0093,1512790093.1378777,0.2684,438.13579
1513135135,0.0094,1512761140.25,0.2684,400
1513138735,0.0095,1512799084.8649838,0.0001,440.44705
1513142335,0.0096,1512782879.1776206,0.2684,416.17882
1513145935,0.0097,1512803590.16677,0.0002,436.98016
1513149535,0.0098,1512810773.6953812,0.0004,441.60268
1513153135,0.0099,1512789641.8400118,0.2684,411.5563
1513156735,0.01,1512818857.88596,0.0006,442.75831
1513160335,0.0101,1512818893.1378777,0.0006,438.13579
1513163935,0.0102,1512819769.8204806,0.0006,434.6689
1513167535,0.0103,1512803018.294898,0.0002,410.40067
1513171135,0.0104,1512826969.8204806,0.0008,434.6689
1513174735,0.0105,1512823090.6423,0.0007,425.42386
1513178335,0.0106,1512816871.7821531,0.0006,413.86756
1513181935,0.0107,1512810088.8329303,0.0004,402.31126
1513185535,0.0108,1512822041.8400118,0.0007,411.5563
1513189135,0.0109,1512851257.88596,0.0015,442.75831
1513192735,0.011,1512855737.472957,0.0016,443.91394
1513196335,0.0111,1512830788.9691916,0.0009,409.24504
1513199935,0.0112,1512861173.6953812,0.0018,441.60268
1513203535,0.0113,1512865657.88596,0.0019,442.75831
1513207135,0.0114,1512871882.9792714,0.0021,446.2252
1513210735,0.0115,1512836740.25,0.0011,400
1513214335,0.0116,1512858827.8145905,0.0017,420.80134
1513217935,0.0117,1512863401.4559753,0.0019,421.95697
1513221535,0.0118,1512878282.4070356,0.0023,435.82453
1513225135,0.0119,1512881882.4070356,0.0024,435.82453
1513228735,0.012,1512869279.1776206,0.002,416.17882
1513232335,0.0121,1512863665.8146336,0.0019,405.77815
1513235935,0.0122,1512892682.4070356,0.0027,435.82453
1513239535,0.0123,1512868753.8932776,0.002,403.46689
1513243135,0.0124,1512900790.16677,0.0029,436.98016
1513246735,0.0125,1512891227.8145905,0.0026,420.80134
1513250335,0.0126,1512893848.8107333,0.0027,419.64571
